"Airport Report",,,,,,,,,,,
,,,,,,,,,,,
"Code","Name","City","State","State Name"," Latitude "," Longitude ","Country","Country Name","Global Region","WAC","Notes"
"CZX","Changzhou ","Changzhou","  "," ",31.70,119.97,"CN","China","Asia",713,
"CZY","Cluny Airport","Cluny","QL","Queensland",-24.52,139.53,"AU","Australia","Australasia",802,
"CZZ","Campo Airport","Campo","CA","California",37.10,-102.58,"US","United States","North America",91,
"DAA","Davison Army Air Field","Fort Belvoir","VA","Virginia",37.50,-78.75,"US","United States","North America",38,
"DAB","Daytona Beach Regl","Daytona Beach","FL","Florida",29.18,-81.05,"US","United States","North America",33,
"DAC","Zia International ","Dhaka","  "," ",23.78,90.39,"BD","Bangladesh","Asia",703,
"DAD","Da Nang ","Da Nang","  "," ",16.04,108.20,"VN","Vietnam","Asia",791,
"DAE","Daparizo Airport","Daparizo","  "," ",27.50,94.33,"IN","India","Asia",733,
"DAF","Daup Airport","Daup","  "," ",-4.73,144.95,"PG","Papua New Guinea","Australasia",804,
"DAG","Barstow-Daggett Airport","Daggett","CA","California",34.25,-117.33,"US","United States","North America",91,
"DAH","Dathina Airport ","Dathina","  "," ",13.87,46.13,"YE","Yemen","Middle East",694,
"DAI","Darjeeling Airport","Darjeeling","  "," ",27.03,88.27,"IN","India","Asia",733,
"DAJ","Dauan Island Airport","Dauan Island","QL","Queensland",-9.43,142.53,"AU","Australia","Australasia",802,
"DAK","Dakhla Airport","Dakhla Oasis","  "," ",25.41,29.00,"EG","Egypt","Africa",591,
"DAL","Love Field","Dallas-Love","TX","Texas",32.85,-96.85,"US","United States","North America",74,
"DAM","Damascus Intl ","Damascus","  "," ",33.41,36.52,"SY","Syria","Middle East",676,
"DAN","Danville Municipal","Danville","VA","Virginia",36.57,-79.34,"US","United States","North America",38,
"DAO","Dabo Airport","Dabo","  "," ",-8.43,147.85,"PG","Papua New Guinea","Australasia",804,
"DAP","Darchula Airport","Darchula","  "," ",29.67,80.50,"NP","Nepal","Asia",755,
"DAR","Dar Es Salaam Intl","Dar Es Salaam","  "," ",-6.88,39.20,"TZ","Tanzania","Africa",585,
"DAS","Great Bear Lake Airport","Great Bear Lake","NT","Northwest Territories",66.70,-119.71,"CA","Canada","North America",931,
"DAT","Datong Airport","Datong","  "," ",40.08,113.30,"CN","China","Asia",713,
"DAU","Daru","Daru","  "," ",-9.09,143.19,"PG","Papua New Guinea","Australasia",804,
"DAV","Enrique Malek ","David","  "," ",8.38,-82.43,"PA","Panama","Central America",162,
"DAX","Daxian","Daxian","  "," ",31.30,107.50,"CN","China","Asia",713,
"DAY","Dayton International","Dayton","OH","Ohio",39.90,-84.22,"US","United States","North America",44,
"DAZ","Darwaz","Darwaz","  "," ",38.47,70.88,"AF","Afghanistan","Asia",701,
"DBA","Dalbandin ","Dalbandin","  "," ",28.88,64.40,"PK","Pakistan","Asia",764,
"DBB","Alalamain International Airport","Dabaa City","  "," ",30.92,28.79,"EG","Egypt","Africa",591,
"DBD","Dhanbad Airport","Dhanbad","  "," ",23.78,86.45,"IN","India","Asia",733,
"DBM","Debra Marcos","Debra Marcos","  "," ",10.32,37.74,"ET","Ethiopia","Africa",522,
"DBN","Dublin Municipal Airport","Dublin","GA","Georgia",32.56,-82.99,"US","United States","North America",34,
"DBO","Dubbo ","Dubbo","NS","New South Wales",-32.22,148.58,"AU","Australia","Australasia",802,
"DBP","Debepare","Debepare","  "," ",-6.28,141.90,"PG","Papua New Guinea","Australasia",804,
"DBQ","Dubuque Municipal ","Dubuque","IA","Iowa",42.41,-90.71,"US","United States","North America",61,
"DBS","Dubois Airport","Dubois","ID","Idaho",44.17,-112.23,"US","United States","North America",83,
"DBT","Debra Tabor ","Debra Tabor","  "," ",11.97,38.03,"ET","Ethiopia","Africa",522,
"DBU","Dambula Oya Tank Airport","Dambula","  "," ",7.86,80.65,"LK","Sri Lanka","Asia",711,
"DBV","Dubrovnik ","Dubrovnik","  "," ",42.56,18.27,"HR","Croatia","Europe",415,
"DBY","Dalby ","Dalby","QL","Queensland",-27.15,151.27,"AU","Australia","Australasia",802,
"DCA","Washington National","Washington-National","DC","District of Columbia",38.85,-77.04,"US","United States","North America",32,
"DCF","Cane Field","Dominica-Cane","  "," ",15.39,-61.40,"DM","Dominica","Caribbean",221,
"DCG","Dubai Creek Sea Plane Base","Dubai","  "," ",25.24,55.33,"AE","United Arab Emirates","Middle East",678,
"DCI","Rafsu Decimomannu Airport","Decimomannu","  "," ",39.35,8.97,"IT","Italy","Europe",450,
"DCK","Dahl Creek Airport","Dahl Creek","AK","Alaska",66.95,-156.90,"US","United States","North America",1,
"DCM","Castres ","Castres","  "," ",43.55,2.28,"FR","France","Europe",427,
"DCN","Curtin Airport","Derby","WA","Western Australia",-17.58,123.83,"AU","Australia","Australasia",802,
"DCR","Decatur Hi-Way Airport","Decatur","IN","Indiana",40.83,-84.93,"US","United States","North America",42,
"DCT","Duncan Town Airport","Duncan Town","  "," ",22.25,-75.75,"BS","Bahamas","Caribbean",204,
"DCU","Pyor Airport","Decatur","AL","Alabama",34.60,-86.98,"US","United States","North America",51,
"DDC","Dodge City Municipal","Dodge City","KS","Kansas",37.76,-99.97,"US","United States","North America",62,
"DDD","Dabba","Dabba","  "," ",,,"SD","Sudan","Africa",583,
"DDG","Dandong ","Dandong","  "," ",40.20,124.25,"CN","China","Asia",713,
"DDI","Daydream Island","Daydream Island","QL","Queensland",-20.26,148.81,"AU","Australia","Australasia",802,
"DDM","Dodoima ","Dodoima","  "," ",-8.75,147.45,"PG","Papua New Guinea","Australasia",804,
"DDN","Delta Downs Airport","Delta Downs","QL","Queensland",-16.92,141.30,"AU","Australia","Australasia",802,
"DDP","Dorado Beach Airport","Dorado","PR","Puerto Rico",18.48,-66.15,"US","United States","North America",3,
"DDU","Dadu Airport","Dadu","  "," ",26.75,67.75,"PK","Pakistan","Asia",764,
"DEA","Dera Ghazi Khan Airport ","Dera Ghazi Khan","  "," ",31.92,70.90,"PK","Pakistan","Asia",764,
"DEB","Debrecen","Debrecen","  "," ",47.49,21.61,"HU","Hungary","Europe",437,
"DEC","Decatur ","Decatur","IL","Illinois",39.83,-88.87,"US","United States","North America",41,
"DED","Jolly Grant","Dehra Dun","  "," ",30.32,78.03,"IN","India","Asia",733,"name changed from Dehra Dun Airport"
"DEE","Mendeleevoo","Yuzhno-Kuril'sk","FF","Far East Federal District",44.03,145.86,"RU","Russian Federation","Asia",475,
"DEF","Dezful Airport","Dezful","  "," ",32.43,48.38,"IR","Iran","Middle East",632,
"DEH","Decorah Municipal Airport","Decorah","IA","Iowa",43.30,-91.80,"US","United States","North America",61,
"DEI","Denis Is., Seychelle","Denis Is., Seychelle","  "," ",-3.80,55.67,"SC","Seychelles","Africa",570,
"DEL","Indira Gandhi Intl","Delhi","  "," ",28.57,77.10,"IN","India","Asia",733,
"DEM","Dembidollo","Dembidollo","  "," ",8.57,34.88,"ET","Ethiopia","Africa",522,
"DEN","Denver International","Denver","CO","Colorado",39.86,-104.67,"US","United States","North America",82,
"DEO","Hyatt Regency Heliport","Dearborn","MI","Michigan",42.30,-83.17,"US","United States","North America",43,
"DEP","Deparizo Airport","Deparizo","  "," ",27.35,94.00,"IN","India","Asia",733,
"DER","Derim ","Derim","  "," ",-6.10,146.82,"PG","Papua New Guinea","Australasia",804,
"DES","Desroches","Desroches - Seychell","  "," ",-5.70,53.65,"SC","Seychelles","Africa",570,
"DET","Detroit City","Detroit","MI","Michigan",42.41,-83.01,"US","United States","North America",43,
"DEZ","Al Jafrah ","Deirezzor","  "," ",35.29,40.18,"SY","Syria","Middle East",676,
"DFB","Driftwood Bay AFS","Driftwood Bay","AK","Alaska",58.88,-166.85,"US","United States","North America",1,
"DFI","Defiance Memorial Airport","Defiance","OH","Ohio",41.28,-84.37,"US","United States","North America",44,
"DFP","Drumduff Airport","Drumduff","QL","Queensland",-16.00,143.33,"AU","Australia","Australasia",802,
"DFW","Dallas/Ft Worth Intl","Dallas/Fort Worth","TX","Texas",32.90,-97.04,"US","United States","North America",74,
"DGA","Dangriga","Dangriga","  "," ",17.18,-88.58,"BZ","Belize","Central America",106,
"DGB","Danger Bay Airport","Danger Bay","AK","Alaska",58.08,-152.75,"US","United States","North America",1,
"DGC","Degahbur","Degahbur","  "," ",8.23,43.58,"ET","Ethiopia","Africa",522,
"DGD","Dalgaranga Airport","Dalgaranga","WA","Western Australia",-27.82,117.30,"AU","Australia","Australasia",802,
"DGE","Mudgee","Mudgee","NS","New South Wales",-32.57,149.61,"AU","Australia","Australasia",802,
"DGF","Douglas Lake Airport","Douglas Lake","BC","British Columbia",50.17,-120.18,"CA","Canada","North America",906,
"DGG","Daugo","Daugo","  "," ",-9.52,147.05,"PG","Papua New Guinea","Australasia",804,
"DGL","Douglas Municipal Airport","Douglas","AZ","Arizona",31.35,-109.57,"US","United States","North America",81,
"DGM","Dongguan Airport","Dongguan","  "," ",23.03,113.74,"CN","China","Asia",713,
"DGN","Naval Air Field","Dahlgren","VA","Virginia",38.20,-88.68,"US","United States","North America",38,
"DGO","Guadalupe Victoria","Durango","  "," ",24.13,-104.53,"MX","Mexico","North America",148,
"DGP","Daugavpils Airport","Daugavpils","  "," ",55.88,26.53,"LV","Latvia","Europe",451,
"DGR","Dargaville Airport","Dargaville","  "," ",-35.93,173.88,"NZ","New Zealand","Australasia",851,
"DGT","Dumaguete ","Dumaguete","  "," ",9.28,123.30,"PH","Philippines","Asia",766,
"DGU","Dedougou Airport","Dedougou","  "," ",12.47,-3.48,"BF","Burkina Faso","Africa",593,
"DGW","Douglas ","Douglas","WY","Wyoming",42.75,-105.40,"US","United States","North America",88,
"DHA","Dhahran ","Dhahran","  "," ",26.27,50.17,"SA","Saudi Arabia","Middle East",670,
"DHB","Deer Harbor","Deer Harbor","WA","Washington",48.62,-123.00,"US","United States","North America",93,
"DHD","Durham Downs","Durham Downs","QL","Queensland",-27.07,141.92,"AU","Australia","Australasia",802,
"DHF","Al Dhafra, United Arab Emirates","Abu Dhabi, United Arab Emirates","  "," ",24.25,54.55,"AE","United Arab Emirates","Middle East",678,
"DHI","Dhangarhi ","Dhangarhi","  "," ",28.70,80.59,"NP","Nepal","Asia",755,
"DHL","Dhala Airport","Dhala","  "," ",13.74,44.73,"YE","Yemen","Middle East",694,
"DHM","Gaggal Airport","Dharamsala","  "," ",32.30,76.27,"IN","India","Asia",733,
"DHN","Dothan","Dothan","AL","Alabama",31.32,-85.45,"US","United States","North America",51,
"DHR","Den Helder","Den Helder","  "," ",52.92,4.78,"NL","Netherlands","Europe",461,
"DHT","Dalhart Airport","Dalhart","TX","Texas",36.07,-102.52,"US","United States","North America",74,
"DIB","Chabua","Dibrugarh","  "," ",27.48,95.02,"IN","India","Asia",733,
"DIC","Dili Airport","Dili","  "," ",3.40,26.78,"CD","Democratic Republic of the Congo","Africa",517,"airport closed"
"DIE","Arrachart ","Antsiranana","  "," ",-12.35,49.29,"MG","Madagascar","Africa",541,
"DIG","Diqing Airport","Diqing","  "," ",27.79,99.68,"CN","China","Asia",713,
"DIJ","Dijon ","Dijon","  "," ",47.27,5.09,"FR","France","Europe",427,
"DIK","Dickinson ","Dickinson","ND","North Dakota",46.80,-102.80,"US","United States","North America",66,
"DIL","Comoro","Dili","  "," ",-8.55,125.53,"TL","East Timor","Australasia",862,
"DIM","Dimbokro Airport","Dimbokro","  "," ",6.75,-4.77,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"DIN","Dien-Bien-Phu ","Dien-Bien-Phu","  "," ",21.38,103.00,"VN","Vietnam","Asia",791,
"DIO","Diomede Island","Little Diomede Islan","AK","Alaska",65.75,-168.95,"US","United States","North America",1,
"DIP","Diapaga Airport","Diapaga","  "," ",12.03,2.03,"BF","Burkina Faso","Africa",593,
"DIQ","Divinopolis Airport","Divinopolis","MG","Minas Gerais",-20.18,-44.87,"BR","Brazil","South America",316,
"DIR","Aba Tenna D Yilma ","Dire Dawa","  "," ",9.62,41.85,"ET","Ethiopia","Africa",522,
"DIS","Loubomo","Loubomo","  "," ",-4.21,12.66,"CG","Congo","Africa",515,
"DIU","Diu ","Diu","  "," ",20.72,70.92,"IN","India","Asia",733,
"DIV","Divo Airport","Divo","  "," ",5.80,-5.25,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"DIW","Mawella Lagoon","Dickwella","  "," ",6.97,81.00,"LK","Sri Lanka","Asia",711,
"DIY","Diyarbakir","Diyarbakir","  "," ",37.90,40.20,"TR","Turkey","Europe",679,
"DJA","Djougou Airport","Djougou","  "," ",9.70,1.67,"BJ","Benin","Africa",519,
"DJB","Sultan T Syarifudn","Jambi","  "," ",-1.63,103.64,"ID","Indonesia","Asia",732,
"DJE","Melita","Djerba","  "," ",33.87,10.78,"TN","Tunisia","Africa",588,
"DJG","Inedbirenne ","Djanet","  "," ",24.47,9.49,"DZ","Algeria","Africa",500,
"DJJ","Sentani ","Jayapura","  "," ",-2.58,140.51,"ID","Indonesia","Asia",732,
"DJM","Djambala Airport","Djambala","  "," ",-2.53,14.75,"CG","Congo","Africa",515,
"DJN","Delta Junction","Delta Junction","AK","Alaska",64.03,-145.68,"US","United States","North America",1,
"DJO","Daloa ","Daloa","  "," ",6.87,-6.47,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"DJU","Djupivogur","Djupivogur","  "," ",64.67,-14.17,"IS","Iceland","Europe",439,
"DKA","Katsina Airport","Katsina","  "," ",13.01,7.66,"NG","Nigeria","Africa",555,
"DKI","Dunk Island ","Dunk Island","QL","Queensland",-17.94,146.14,"AU","Australia","Australasia",802,
"DKK","Dunkirk ","Dunkirk","NY","New York",42.48,-79.33,"US","United States","North America",22,
"DKR","Yoff","Dakar","  "," ",14.74,-17.49,"SN","Senegal","Africa",569,
"DKS","Dikson Airport","Dikson","IF","Siberian Federal District",73.52,80.37,"RU","Russian Federation","Asia",475,
"DKV","Docker River Airport","Docker River","NT","Northern Territory",-24.87,129.08,"AU","Australia","Australasia",802,
"DLA","Douala International","Douala","  "," ",4.01,9.71,"CM","Cameroon","Africa",504,
"DLB","Dalbertis","Dalbertis","  "," ",-5.00,142.08,"PG","Papua New Guinea","Australasia",804,
"DLC","Dalian","Dalian","  "," ",38.92,121.65,"CN","China","Asia",713,
"DLD","Geilo ","Geilo","  "," ",60.47,8.50,"NO","Norway","Europe",465,
"DLE","Dole","Dole","  "," ",47.03,5.12,"FR","France","Europe",427,
"DLF","Laughlin Air Force Base","Del Rio","TX","Texas",29.37,-100.90,"US","United States","North America",74,
"DLG","Dillingham Muni ","Dillingham","AK","Alaska",59.04,-158.51,"US","United States","North America",1,
"DLH","Duluth International","Duluth","MN","Minnesota",46.84,-92.19,"US","United States","North America",63,
"DLI","Dalat ","Dalat","  "," ",11.75,108.38,"VN","Vietnam","Asia",791,
"DLK","Dulkaninna","Dulkaninna","SA","South Australia",-29.02,139.47,"AU","Australia","Australasia",802,
"DLL","Dillon","Dillon","SC","South Carolina",34.42,-79.37,"US","United States","North America",37,
"DLM","Dalaman ","Dalaman","  "," ",36.71,28.79,"TR","Turkey","Europe",679,
"DLN","Dillon","Dillon","MT","Montana",45.22,-112.63,"US","United States","North America",84,
"DLO","Dolomi","Dolomi","AK","Alaska",55.12,-132.05,"US","United States","North America",1,
"DLP","Disneyland Paris Airport","Disneyland Paris","  "," ",48.87,2.80,"FR","France","Europe",427,
"DLS","The Dalles Airport","The Dalles","OR","Oregon",45.60,-121.17,"US","United States","North America",92,
"DLU","Dali Airport","Dali City","  "," ",25.00,100.00,"CN","China","Asia",713,
"DLV","Delissaville Airport","Delissaville","NT","Northern Territory",-12.57,130.63,"AU","Australia","Australasia",802,
"DLY","Dillons Bay ","Dillons Bay","  "," ",-18.70,169.15,"VU","Vanuatu","Australasia",885,
"DLZ","Dalanzadgad Airport ","Dalanzadgad","  "," ",43.97,104.68,"MN","Mongolia","Asia",751,
"DMA","Davis Monthan Air Force Base","Tucson","AZ","Arizona",32.17,-110.88,"US","United States","North America",81,
"DMB","Zhambyl ","Zhambyl","  "," ",42.90,71.37,"KZ","Kazakhstan","Asia",738,
"DMD","Doomadgee Mission ","Doomadgee Mission","QL","Queensland",-18.00,138.83,"AU","Australia","Australasia",802,
"DME","Domodedovo","Moscow-Domodedovo","CF","Central Federal District",55.40,37.88,"RU","Russian Federation","Europe",475,
"DMK","Don Muang International Airport - formerly BKK","Bangkok","  "," ",13.91,100.61,"TH","Thailand","Asia",782,
"DMM","King Fahad International Airport","Dammam","  "," ",26.47,49.78,"SA","Saudi Arabia","Middle East",670,
"DMN","Deming Airport","Deming","NM","New Mexico",32.27,-107.75,"US","United States","North America",86,
"DMO","Sedalia Memorial","Sedalia","MO","Missouri",38.70,-93.18,"US","United States","North America",64,
"DMR","Dhamar","Dhamar","  "," ",14.53,44.43,"YE","Yemen","Middle East",694,
"DMS","SABTCO Bus Station","Dammam","  "," ",26.28,50.22,"SA","Saudi Arabia","Middle East",670,
"DMT","Diamantino","Diamantino","MT","Mato Grosso",-14.42,-56.45,"BR","Brazil","South America",316,
"DMU","Dimapur ","Dimapur","  "," ",25.88,93.77,"IN","India","Asia",733,
"DNA","Kadena Ab","Okinawa","  "," ",26.36,127.77,"JP","Japan","Asia",736,
"DNB","Dunbar","Dunbar","QL","Queensland",-16.01,142.39,"AU","Australia","Australasia",802,
"DNC","Danane Airport","Danane","  "," ",7.35,-8.17,"CI","Ivory Coast (Cote d'Ivoire)","Africa",533,
"DND","Dundee","Dundee, Angus","SC","Scotland",56.45,-3.02,"GB","United Kingdom","Europe",493,
"DNE","Dallas North","Dallas/Ft Worth","TX","Texas",33.08,-96.74,"US","United States","North America",74,
"DNF","Martuba Airport","Derna","  "," ",32.55,22.77,"LY","Libya","Africa",538,
"DNG","Doongan Airport","Doongan","WA","Western Australia",-15.38,126.30,"AU","Australia","Australasia",802,
"DNH","Dunhuang","Dunhuang","  "," ",40.20,94.68,"CN","China","Asia",713,
"DNI","Wad Medani Airport","Wad Medani","  "," ",14.39,33.54,"SD","Sudan","Africa",583,
"DNK","Dnepropetrovsk","Dnepropetrovsk","  "," ",48.45,34.98,"UA","Ukraine","Europe",488,
"DNL","Daniel Field","Augusta","GA","Georgia",33.47,-81.97,"US","United States","North America",34,
"DNM","Denham","Denham","WA","Western Australia",-25.92,113.53,"AU","Australia","Australasia",802,
"DNN","Dalton Municipal","Dalton","GA","Georgia",34.72,-84.87,"US","United States","North America",34,
"DNO","Dianopolis Airport","Dianopolis","TO","Tocantins",-11.62,-46.85,"BR","Brazil","South America",316,
"DNP","Dang Airport","Dang","  "," ",28.12,82.32,"NP","Nepal","Asia",755,
"DNQ","Deniliquin","Deniliquin","NS","New South Wales",-35.56,144.95,"AU","Australia","Australasia",802,
"DNR","Pleurtuit ","Dinard","  "," ",48.59,-2.08,"FR","France","Europe",427,
"DNS","Denison Municipal Airport","Denison","IA","Iowa",42.02,-95.35,"US","United States","North America",61,
